Region Code;Region Name;Code of Electoral District;Name of Electoral District;Code of Territorial District;Name of Territorial District;Party Number;Party Name;Votes;Vote Share in %;Party Voters Using their Right of Preferential Voting;Preferential Vote Share in %
2;Region of Trnava;202;Galanta;202;Galanta;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;254;0.49;215;84,64
2;Region of Trnava;202;Galanta;202;Galanta;14;99 % - občiansky hlas;14;0.02;7;50,00
2;Region of Trnava;202;Galanta;202;Galanta;15;Kresťanskodemokratické hnutie;943;1.85;726;76,98
2;Region of Trnava;202;Galanta;202;Galanta;16;Slovenská liga;15;0.02;11;73,33
2;Region of Trnava;202;Galanta;202;Galanta;17;VLASŤ;1039;2.04;804;77,38
2;Region of Trnava;202;Galanta;202;Galanta;18;MOST - HÍD;3865;7.59; 3 344;86,52
2;Region of Trnava;202;Galanta;202;Galanta;19;SMER - sociálna demokracia;6285;12.34; 5 179;82,40
2;Region of Trnava;202;Galanta;202;Galanta;20;SOLIDARITA - Hnutie pracujúcej chudoby;40;0.07;24;60,00
2;Region of Trnava;202;Galanta;202;Galanta;21;HLAS ĽUDU;25;0.04;18;72,00
2;Region of Trnava;202;Galanta;202;Galanta;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;8273;16.25; 7 198;87,00
2;Region of Trnava;202;Galanta;202;Galanta;23;Práca slovenského národa;13;0.02;6;46,15
2;Region of Trnava;202;Galanta;202;Galanta;24;Kotlebovci - Ľudová strana Naše Slovensko;2755;5.41; 2 191;79,52
2;Region of Trnava;202;Galanta;202;Galanta;25;Socialisti.sk;331;0.65;244;73,71
2;Region of Trnava;203;Piešťany;204;Piešťany;1;Slovenská ľudová strana Andreja Hlinku;58;0.15;31;53,44
2;Region of Trnava;203;Piešťany;204;Piešťany;2;DOBRÁ VOĽBA;1046;2.87;784;74,95
2;Region of Trnava;203;Piešťany;204;Piešťany;3;Sloboda a Solidarita;2507;6.88; 1 812;72,27
2;Region of Trnava;203;Piešťany;204;Piešťany;4;SME RODINA;2996;8.23; 2 259;75,40
2;Region of Trnava;203;Piešťany;204;Piešťany;5;Slovenské Hnutie Obrody;29;0.07;26;89,65
2;Region of Trnava;203;Piešťany;204;Piešťany;6;ZA ĽUDÍ;2097;5.76; 1 591;75,87
2;Region of Trnava;203;Piešťany;204;Piešťany;7;MÁME TOHO DOSŤ !;88;0.24;56;63,63
2;Region of Trnava;203;Piešťany;204;Piešťany;9;Slovenská národná strana;1051;2.88;755;71,83
2;Region of Trnava;203;Piešťany;204;Piešťany;10;Demokratická strana;36;0.09;22;61,11
2;Region of Trnava;203;Piešťany;204;Piešťany;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;10223;28.09; 8 539;83,52
2;Region of Trnava;203;Piešťany;204;Piešťany;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;2751;7.56; 2 166;78,73
2;Region of Trnava;203;Piešťany;204;Piešťany;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;34;0.09;25;73,52
2;Region of Trnava;203;Piešťany;204;Piešťany;14;99 % - občiansky hlas;13;0.03;8;61,53
2;Region of Trnava;203;Piešťany;204;Piešťany;15;Kresťanskodemokratické hnutie;1669;4.58; 1 286;77,05
2;Region of Trnava;203;Piešťany;204;Piešťany;16;Slovenská liga;18;0.04;16;88,88
2;Region of Trnava;203;Piešťany;204;Piešťany;17;VLASŤ;992;2.72;807;81,35
2;Region of Trnava;203;Piešťany;204;Piešťany;18;MOST - HÍD;89;0.24;63;70,78
2;Region of Trnava;203;Piešťany;204;Piešťany;19;SMER - sociálna demokracia;7021;19.29; 5 782;82,35
2;Region of Trnava;203;Piešťany;204;Piešťany;20;SOLIDARITA - Hnutie pracujúcej chudoby;27;0.07;12;44,44
2;Region of Trnava;203;Piešťany;204;Piešťany;21;HLAS ĽUDU;23;0.06;13;56,52
2;Region of Trnava;203;Piešťany;204;Piešťany;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;9;0.02;8;88,88
2;Region of Trnava;203;Piešťany;204;Piešťany;23;Práca slovenského národa;12;0.03;8;66,66
2;Region of Trnava;203;Piešťany;204;Piešťany;24;Kotlebovci - Ľudová strana Naše Slovensko;3393;9.32; 2 813;82,90
2;Region of Trnava;203;Piešťany;204;Piešťany;25;Socialisti.sk;206;0.56;139;67,47
2;Region of Trnava;204;Senica;205;Senica;1;Slovenská ľudová strana Andreja Hlinku;70;0.21;47;67,14
2;Region of Trnava;204;Senica;205;Senica;2;DOBRÁ VOĽBA;958;2.98;721;75,26
2;Region of Trnava;204;Senica;205;Senica;3;Sloboda a Solidarita;1742;5.43; 1 342;77,03
2;Region of Trnava;204;Senica;205;Senica;4;SME RODINA;3025;9.43; 2 309;76,33
2;Region of Trnava;204;Senica;205;Senica;5;Slovenské Hnutie Obrody;19;0.05;11;57,89
2;Region of Trnava;204;Senica;205;Senica;6;ZA ĽUDÍ;1614;5.03; 1 187;73,54
2;Region of Trnava;204;Senica;205;Senica;7;MÁME TOHO DOSŤ !;79;0.24;48;60,75
2;Region of Trnava;204;Senica;205;Senica;9;Slovenská národná strana;822;2.56;599;72,87
2;Region of Trnava;204;Senica;205;Senica;10;Demokratická strana;46;0.14;26;56,52
2;Region of Trnava;204;Senica;205;Senica;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;10296;32.12; 8 431;81,88
2;Region of Trnava;204;Senica;205;Senica;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;2197;6.85; 1 709;77,78
2;Region of Trnava;204;Senica;205;Senica;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;27;0.08;12;44,44
2;Region of Trnava;204;Senica;205;Senica;14;99 % - občiansky hlas;13;0.04;10;76,92
2;Region of Trnava;204;Senica;205;Senica;15;Kresťanskodemokratické hnutie;1327;4.13;959;72,26
2;Region of Trnava;204;Senica;205;Senica;16;Slovenská liga;4;0.01;4;100,00
2;Region of Trnava;204;Senica;205;Senica;17;VLASŤ;788;2.45;612;77,66
2;Region of Trnava;204;Senica;205;Senica;18;MOST - HÍD;60;0.18;45;75,00
2;Region of Trnava;204;Senica;205;Senica;19;SMER - sociálna demokracia;5906;18.42; 4 851;82,13
2;Region of Trnava;204;Senica;205;Senica;20;SOLIDARITA - Hnutie pracujúcej chudoby;35;0.1;18;51,42
2;Region of Trnava;204;Senica;205;Senica;21;HLAS ĽUDU;27;0.08;16;59,25
2;Region of Trnava;204;Senica;205;Senica;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;10;0.03;7;70,00
2;Region of Trnava;204;Senica;205;Senica;23;Práca slovenského národa;16;0.04;13;81,25
2;Region of Trnava;204;Senica;205;Senica;24;Kotlebovci - Ľudová strana Naše Slovensko;2792;8.71; 2 239;80,19
2;Region of Trnava;204;Senica;205;Senica;25;Socialisti.sk;181;0.56;116;64,08
2;Region of Trnava;204;Senica;206;Skalica;1;Slovenská ľudová strana Andreja Hlinku;42;0.16;29;69,04
2;Region of Trnava;204;Senica;206;Skalica;2;DOBRÁ VOĽBA;570;2.23;418;73,33
2;Region of Trnava;204;Senica;206;Skalica;3;Sloboda a Solidarita;1642;6.43; 1 239;75,45
2;Region of Trnava;204;Senica;206;Skalica;4;SME RODINA;2090;8.19; 1 656;79,23
2;Region of Trnava;204;Senica;206;Skalica;5;Slovenské Hnutie Obrody;11;0.04;8;72,72
2;Region of Trnava;204;Senica;206;Skalica;6;ZA ĽUDÍ;1645;6.44; 1 205;73,25
2;Region of Trnava;204;Senica;206;Skalica;7;MÁME TOHO DOSŤ !;62;0.24;35;56,45
2;Region of Trnava;204;Senica;206;Skalica;9;Slovenská národná strana;776;3.04;643;82,86
2;Region of Trnava;204;Senica;206;Skalica;10;Demokratická strana;16;0.06;10;62,50
2;Region of Trnava;204;Senica;206;Skalica;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;9869;38.69; 8 083;81,90
2;Region of Trnava;204;Senica;206;Skalica;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1532;6.0; 1 182;77,15
2;Region of Trnava;204;Senica;206;Skalica;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;15;0.05;7;46,66
2;Region of Trnava;204;Senica;206;Skalica;14;99 % - občiansky hlas;7;0.02;5;71,42
2;Region of Trnava;204;Senica;206;Skalica;15;Kresťanskodemokratické hnutie;990;3.88;697;70,40
2;Region of Trnava;204;Senica;206;Skalica;16;Slovenská liga;7;0.02;4;57,14
2;Region of Trnava;204;Senica;206;Skalica;17;VLASŤ;509;1.99;406;79,76
2;Region of Trnava;204;Senica;206;Skalica;18;MOST - HÍD;46;0.18;41;89,13
2;Region of Trnava;204;Senica;206;Skalica;19;SMER - sociálna demokracia;3504;13.73; 2 908;82,99
2;Region of Trnava;204;Senica;206;Skalica;20;SOLIDARITA - Hnutie pracujúcej chudoby;33;0.12;22;66,66
2;Region of Trnava;204;Senica;206;Skalica;21;HLAS ĽUDU;13;0.05;11;84,61
2;Region of Trnava;204;Senica;206;Skalica;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;5;0.01;3;60,00
2;Region of Trnava;204;Senica;206;Skalica;23;Práca slovenského národa;15;0.05;6;40,00
2;Region of Trnava;204;Senica;206;Skalica;24;Kotlebovci - Ľudová strana Naše Slovensko;1979;7.75; 1 619;81,80
2;Region of Trnava;204;Senica;206;Skalica;25;Socialisti.sk;129;0.5;87;67,44
2;Region of Trnava;205;Trnava;203;Hlohovec;1;Slovenská ľudová strana Andreja Hlinku;59;0.23;35;59,32
2;Region of Trnava;205;Trnava;203;Hlohovec;2;DOBRÁ VOĽBA;742;2.99;538;72,50
2;Region of Trnava;205;Trnava;203;Hlohovec;3;Sloboda a Solidarita;1251;5.05;882;70,50
2;Region of Trnava;205;Trnava;203;Hlohovec;4;SME RODINA;2402;9.7; 1 874;78,01
2;Region of Trnava;205;Trnava;203;Hlohovec;5;Slovenské Hnutie Obrody;73;0.29;58;79,45
2;Region of Trnava;205;Trnava;203;Hlohovec;6;ZA ĽUDÍ;1010;4.08;840;83,16
2;Region of Trnava;205;Trnava;203;Hlohovec;7;MÁME TOHO DOSŤ !;54;0.21;28;51,85
2;Region of Trnava;205;Trnava;203;Hlohovec;9;Slovenská národná strana;913;3.68;657;71,96
2;Region of Trnava;205;Trnava;203;Hlohovec;10;Demokratická strana;29;0.11;19;65,51
2;Region of Trnava;205;Trnava;203;Hlohovec;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;6499;26.26; 5 360;82,47
2;Region of Trnava;205;Trnava;203;Hlohovec;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1453;5.87; 1 130;77,77
2;Region of Trnava;205;Trnava;203;Hlohovec;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;8;0.03;7;87,50
2;Region of Trnava;205;Trnava;203;Hlohovec;14;99 % - občiansky hlas;8;0.03;5;62,50
2;Region of Trnava;205;Trnava;203;Hlohovec;15;Kresťanskodemokratické hnutie;1036;4.18;773;74,61
2;Region of Trnava;205;Trnava;203;Hlohovec;16;Slovenská liga;3;0.01;0;0,00
2;Region of Trnava;205;Trnava;203;Hlohovec;17;VLASŤ;893;3.6;710;79,50
2;Region of Trnava;205;Trnava;203;Hlohovec;18;MOST - HÍD;39;0.15;30;76,92
2;Region of Trnava;205;Trnava;203;Hlohovec;19;SMER - sociálna demokracia;5637;22.78; 4 728;83,87
2;Region of Trnava;205;Trnava;203;Hlohovec;20;SOLIDARITA - Hnutie pracujúcej chudoby;26;0.1;9;34,61
2;Region of Trnava;205;Trnava;203;Hlohovec;21;HLAS ĽUDU;21;0.08;11;52,38
2;Region of Trnava;205;Trnava;203;Hlohovec;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;6;0.02;5;83,33
2;Region of Trnava;205;Trnava;203;Hlohovec;23;Práca slovenského národa;14;0.05;9;64,28
2;Region of Trnava;205;Trnava;203;Hlohovec;24;Kotlebovci - Ľudová strana Naše Slovensko;2400;9.69; 1 957;81,54
2;Region of Trnava;205;Trnava;203;Hlohovec;25;Socialisti.sk;169;0.68;115;68,04
2;Region of Trnava;205;Trnava;207;Trnava;1;Slovenská ľudová strana Andreja Hlinku;110;0.14;61;55,45
2;Region of Trnava;205;Trnava;207;Trnava;2;DOBRÁ VOĽBA;1895;2.47; 1 435;75,72
2;Region of Trnava;205;Trnava;207;Trnava;3;Sloboda a Solidarita;4999;6.51; 3 805;76,11
2;Region of Trnava;205;Trnava;207;Trnava;4;SME RODINA;5916;7.71; 4 606;77,85
2;Region of Trnava;205;Trnava;207;Trnava;5;Slovenské Hnutie Obrody;63;0.08;48;76,19
2;Region of Trnava;205;Trnava;207;Trnava;6;ZA ĽUDÍ;3456;4.5; 2 710;78,41
2;Region of Trnava;205;Trnava;207;Trnava;7;MÁME TOHO DOSŤ !;193;0.25;115;59,58
2;Region of Trnava;205;Trnava;207;Trnava;9;Slovenská národná strana;1955;2.54; 1 418;72,53
2;Region of Trnava;205;Trnava;207;Trnava;10;Demokratická strana;148;0.19;111;75,00
2;Region of Trnava;205;Trnava;207;Trnava;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;26080;34.01; 22 268;85,38
2;Region of Trnava;205;Trnava;207;Trnava;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;5303;6.91; 4 384;82,67
2;Region of Trnava;205;Trnava;207;Trnava;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;43;0.05;22;51,16
2;Region of Trnava;205;Trnava;207;Trnava;14;99 % - občiansky hlas;25;0.03;14;56,00
2;Region of Trnava;205;Trnava;207;Trnava;15;Kresťanskodemokratické hnutie;3216;4.19; 2 544;79,10
2;Region of Trnava;205;Trnava;207;Trnava;16;Slovenská liga;24;0.03;18;75,00
2;Region of Trnava;205;Trnava;207;Trnava;17;VLASŤ;2041;2.66; 1 712;83,88
2;Region of Trnava;205;Trnava;207;Trnava;18;MOST - HÍD;191;0.24;152;79,58
2;Region of Trnava;205;Trnava;207;Trnava;19;SMER - sociálna demokracia;14282;18.62; 11 821;82,76
2;Region of Trnava;205;Trnava;207;Trnava;20;SOLIDARITA - Hnutie pracujúcej chudoby;74;0.09;43;58,10
2;Region of Trnava;205;Trnava;207;Trnava;21;HLAS ĽUDU;47;0.06;28;59,57
2;Region of Trnava;205;Trnava;207;Trnava;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;18;0.02;14;77,77
2;Region of Trnava;205;Trnava;207;Trnava;23;Práca slovenského národa;39;0.05;23;58,97
2;Region of Trnava;205;Trnava;207;Trnava;24;Kotlebovci - Ľudová strana Naše Slovensko;6180;8.05; 5 124;82,91
2;Region of Trnava;205;Trnava;207;Trnava;25;Socialisti.sk;380;0.49;266;70,00
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;1;Slovenská ľudová strana Andreja Hlinku;45;0.22;33;73,33
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;2;DOBRÁ VOĽBA;612;3.03;458;74,83
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;3;Sloboda a Solidarita;844;4.18;609;72,15
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;4;SME RODINA;2269;11.24; 1 736;76,50
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;5;Slovenské Hnutie Obrody;22;0.1;18;81,81
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;6;ZA ĽUDÍ;702;3.48;502;71,50
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;7;MÁME TOHO DOSŤ !;65;0.32;45;69,23
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;9;Slovenská národná strana;920;4.56;687;74,67
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;10;Demokratická strana;24;0.11;10;41,66
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;4404;21.83; 3 673;83,40
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1043;5.17;815;78,13
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;8;0.03;7;87,50
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;14;99 % - občiansky hlas;8;0.03;7;87,50
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;15;Kresťanskodemokratické hnutie;851;4.21;623;73,20
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;16;Slovenská liga;4;0.01;3;75,00
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;17;VLASŤ;722;3.57;583;80,74
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;18;MOST - HÍD;25;0.12;18;72,00
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;19;SMER - sociálna demokracia;5406;26.8; 4 491;83,07
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;20;SOLIDARITA - Hnutie pracujúcej chudoby;32;0.15;15;46,87
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;21;HLAS ĽUDU;23;0.11;13;56,52
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;2;0;1;50,00
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;23;Práca slovenského národa;12;0.05;6;50,00
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;24;Kotlebovci - Ľudová strana Naše Slovensko;1985;9.84; 1 655;83,37
3;Region of Trenčín;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;25;Socialisti.sk;142;0.7;92;64,78
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;1;Slovenská ľudová strana Andreja Hlinku;30;0.2;18;60,00
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;2;DOBRÁ VOĽBA;584;4.0;438;75,00
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;3;Sloboda a Solidarita;1066;7.31;784;73,54
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;4;SME RODINA;1310;8.98;996;76,03
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;5;Slovenské Hnutie Obrody;8;0.05;6;75,00
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;6;ZA ĽUDÍ;752;5.16;567;75,39
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;7;MÁME TOHO DOSŤ !;79;0.54;52;65,82
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;9;Slovenská národná strana;438;3.0;305;69,63
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;10;Demokratická strana;68;0.46;53;77,94
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;4034;27.68; 3 220;79,82
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1226;8.41;950;77,48
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;54;0.37;48;88,88
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;14;99 % - občiansky hlas;5;0.03;2;40,00
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;15;Kresťanskodemokratické hnutie;177;1.21;127;71,75
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;16;Slovenská liga;4;0.02;3;75,00
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;17;VLASŤ;432;2.96;340;78,70
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;18;MOST - HÍD;14;0.09;8;57,14
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;19;SMER - sociálna demokracia;3120;21.4; 2 587;82,91
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;20;SOLIDARITA - Hnutie pracujúcej chudoby;39;0.26;13;33,33
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;21;HLAS ĽUDU;20;0.13;15;75,00
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;6;0.04;6;100,00
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;23;Práca slovenského národa;10;0.06;5;50,00
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;24;Kotlebovci - Ľudová strana Naše Slovensko;1009;6.92;801;79,38
3;Region of Trenčín;302;Nové Mesto nad Váhom;303;Myjava;25;Socialisti.sk;88;0.6;58;65,90
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;1;Slovenská ľudová strana Andreja Hlinku;90;0.25;65;72,22
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;2;DOBRÁ VOĽBA;998;2.84;738;73,94
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;3;Sloboda a Solidarita;2104;6.0; 1 582;75,19
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;4;SME RODINA;3527;10.06; 2 659;75,38
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;5;Slovenské Hnutie Obrody;30;0.08;16;53,33
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;6;ZA ĽUDÍ;1673;4.77; 1 265;75,61
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;7;MÁME TOHO DOSŤ !;103;0.29;65;63,10
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;9;Slovenská národná strana;1030;2.93;728;70,67
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;10;Demokratická strana;47;0.13;33;70,21
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;9649;27.52; 7 984;82,74
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;2439;6.95; 1 919;78,67
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;71;0.2;55;77,46
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;14;99 % - občiansky hlas;20;0.05;13;65,00
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;15;Kresťanskodemokratické hnutie;1177;3.35;853;72,47
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;16;Slovenská liga;12;0.03;6;50,00
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;17;VLASŤ;1126;3.21;916;81,34
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;18;MOST - HÍD;68;0.19;56;82,35
3;Region of Trenčín;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;19;SMER - sociálna demokracia;7477;21.33; 6 214;83,10
